"Subj","#","Title","CRN","Sec","Type","Start Time","End Time","Days","Credits","Building","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"POLT","592","Selected Topics in International Politics","15515","01","LEC","14:10","15:30","MW","4","HORT","307","Spindel, Jen","30","0","WRIT",""
"POLT","700","Political Science Pro-Seminar","15006","01","LEC","15:10","18:00","T","4","HORT","327","Carter, Elizabeth A","15","0","WRIT",""
"POLT","701","Courts and Public Policy","15516","01","LEC","13:10","14:30","MW","4","HORT","327","Siggelakis, Susan J","15","0","WRIT",""
"POLT","705","Elections in the United States","15517","01","SEM","15:10","18:00","W","4","HORT","327","Scala, Dante J","15","0","WRIT",""
"POLT","778","International Organization","15518","01","SEM","15:10","18:00","R","4","HORT","327","Lyon, Alynna J","15","0","WRIT",""
"POLT","799","Honors Thesis","10269","01","THE","Hours Arranged","TBA","TBA","4","TBA","","TBA","0","0","WRIT, HONR",""
"POLT","800","Political Science Pro-Seminar","15007","01","LEC","15:10","18:00","T","4","HORT","327","Carter, Elizabeth A","5","0","",""
"POLT","801","Courts and Public Policy","15519","01","SEM","13:10","14:30","MW","4","HORT","327","Siggelakis, Susan J","5","0","",""
"POLT","805","Elections in the United States","15520","01","SEM","15:10","18:00","W","4","HORT","327","Scala, Dante J","5","0","",""
"POLT","878","International Organization","15521","01","SEM","15:10","18:00","R","4","HORT","327","Lyon, Alynna J","5","0","",""
"POLT","990","Internship Capstone","13715","01","PRA","Hours Arranged","TBA","TBA","4","TBA","","TBA","1","0","",""
"POLT","995","Capstone Research Project","11207","01","INV","Hours Arranged","TBA","TBA","4","TBA","","TBA","0","0","",""
"PPOL","712","Strategies for Policy Impact","12118","01","LEC","09:10","12:00","M","4","NEC","153","Marchand, Steve Roland","3","0","",""
"PPOL","806","Fundamentals of Policy Analysis","14791","01","LEC","12:10","15:00","T","3","HUDD","G13","Perez-Espitia, Carlos","20","0","",""
"PPOL","812","Strategies for Policy Impact","12119","01","LEC","09:10","12:00","M","3","NEC","153","Marchand, Steve Roland","15","0","",""
"PPOL","904","Economics for Public Policy","14792","01","LEC","15:40","17:00","TR","3","HUDD","G13","Perez-Espitia, Carlos","20","0","",""
"PPOL","908","Quantitative Methods for Policy Research","11528","01","LEC","12:10","15:00","W","3","HUDD","G13","Carson, Jess A","25","0","",""
"PPOL","990","Policy Capstone","15191","01","CPP","Hours Arranged","TBA","TBA","3","TBA","","Sharma, Sanjeev P","15","0","",""
"PSY","410","Introduction to Psychology","13551","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Von Schill, Lyndele Mccain","30","0","SS, HBSS",""
"PSY","410","Introduction to Psychology","13552","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Sosa Rodriguez, Siddartha Ricardo","30","0","SS, HBSS",""
"PSY","470","Child Development","13515","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","McKenna, Beth Wellington","60","0","HBSS",""
"PSY","470","Child Development","13516","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","McKenna, Beth Wellington","60","0","HBSS",""
"PSY","525","Human Development","13553","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Sosa Rodriguez, Siddartha Ricardo","30","0","SS, HBSS",""
"PSY","525","Human Development","13621","02","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Von Schill, Lyndele Mccain","30","0","SS, HBSS",""
"PSY","530","Social Psychology","13554","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Norcross, Heather L","20","0","SS, HBSS",""
"PSY","565","Core Principles of Addiction","13555","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Armenti, Nicholas A","30","0","",""
"PSY","602","Theories of Personality","13556","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Shayne, JoAnne","30","0","HBSS","PSY 410 or PSY 501G"
"PSY","603","Crisis Intervention","13557","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Estes, Dierdre C","30","0","HBSS","PSY 410 or PSY 501G or SOCI 410 or SOC 501G"
"PSY","630","Psychology of Adulthood","13558","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Friedman, Leia","30","0","HBSS","PSY 410 or PSY 501G"
"PSY","646","Psychology of Occupational Stress","13559","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Neville-Carey, Tricia Ann","30","0","HBSS","CRIM 410 or CRIM 500G or ECO 470 or ECO 512G or MGMT 410 or MGMT 500G or PSY 410 or PSY 501G or PSY 470 or PSY 508G or PSY 525 or PSY 509G or PSY 502G or PSY 530 or SOCI 410 or SOC 501G"
"PSY","654","Counseling Theories","13560","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Bartolini, Kathleen A","30","0","HBSS","PSY 410 or PSY 501G"
"PSY","660","Ethics in Applied Behavior Analysis","14639","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Johnson, Elissa J.","30","0","","PSY 550"
"PSY","665","Principles of Assessment","14012","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Estes, Dierdre C","30","0","HBSS","PSY 410 or PSY 501G or PSY 470 or PSY 508G"
"PSY","675","Foundations of Addictions Counseling","13561","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Cromartie, Richelle","30","0","","PSY 565 or PSY 515G"
"PSY","685","Principles of Psychopathology","13562","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Friedman, Leia","30","0","HBSS","PSY 410 or PSY 501G"
"PSY","720","Behavioral Assessments and Interventions in Applied Behavior Analysis II","14640","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Devoe, Kathryn Helene","30","0","","PSY 620"
"PSY","725","Cognitive Psychology","13622","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Bartolini, Kathleen A","30","0","WRIT, HBSS","IDIS 560 or IDIS 501G"
"PSY","740","Biopsychology","13623","01","LEC","Hours Arranged","TBA","TBA","4","ONLINE","","Shayne, JoAnne","30","0","WRIT, SPNW","IDIS 560 or IDIS 501G"
"PSY","795","Integrative Capstone: Internship in Applied Psychology","13563","01","PRA","Hours Arranged","TBA","TBA","4","ONLINE","","Norcross, Heather L","30","0","WRIT","( CRIT 602 or CRIT 602G or CRIT 502G ) and ( IDIS 601 or IDIS 601G )"
"PSY","797","Integrative Capstone: Project in Applied Psychology","13564","01","CPP","Hours Arranged","TBA","TBA","4","ONLINE","","Armenti, Nicholas A","30","0","WRIT","( CRIT 602 or CRIT 602G or CRIT 502G ) and ( IDIS 601 or IDIS 601G )"
"PSYC","400","Psychology Freshmen Advising Seminar","12371","01","LEC","15:10","16:00","W","1","MCC","240","Pappajohn, Lisa","75","0","",""
"PSYC","400","Psychology Freshmen Advising Seminar","12372","02","LEC","10:10","11:00","F","1","MCC","220","Moore, Susan V","75","0","",""
"PSYC","401","Introduction to Psychology","15541","01","LEC","09:10","10:00","MWF","4","MCC","230","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","15542","02","LEC","10:10","11:00","MWF","4","MCC","230","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","15570","03","LEC","11:10","12:00","MWF","4","MCC","230","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","15543","04","LEC","12:10","13:00","MWF","4","MCC","230","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","14909","05","LEC","13:10","14:00","MWF","4","MCC","230","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","11676","06","LEC","14:10","15:00","MWF","4","MCC","245","TBA","30","0","SS",""
"PSYC","401","Introduction to Psychology","12717","08","LEC","14:10","15:30","TR","4","HORT","B04","Mangan, Michael A","150","0","SS",""
"PSYC","401","Introduction to Psychology","14957","09","LEC","11:10","12:30","MW","4","NHH","208","Tanrikulu, Omer Daglar","75","0","SS",""
"PSYC","401","Introduction to Psychology","15545","11","LEC","11:10","12:30","TR","4","MCC","240","Wormwood, Benjamin A","130","0","SS",""
"PSYC","401","Introduction to Psychology","10846","M1","LEC","13:10","14:30","TR","4","PANDRA","503","Paglia, Alison K.","30","0","SS",""
"PSYC","402","Statistics in Psychology","15547","01","LEC","09:40","11:00","MW","4","MCC","340","Peracchi, Kelly A","40","0","QR",""
"PSYC","402","Statistics in Psychology","15548","02","LEC","11:10","12:30","MW","4","MCC","220","Liquin, Emily G","40","0","QR",""
"PSYC","402","Statistics in Psychology","12467","03","LEC","12:40","14:00","MW","4","MCC","340","Peracchi, Kelly A","40","0","QR",""
"PSYC","402","Statistics in Psychology","11019","05","LEC","14:10","15:30","MW","4","MCC","220","Dimitrov, Nikolay","40","0","QR",""
"PSYC","402","Statistics in Psychology","11162","06","LEC","15:40","17:00","MW","4","MCC","340","Dimitrov, Nikolay","40","0","QR",""
"PSYC","402","Statistics in Psychology","12468","07","LEC","09:40","11:00","TR","4","PARS","NB22","Wormwood, Benjamin A","40","0","QR",""
"PSYC","402","Statistics in Psychology","15550","08","LEC","11:10","12:30","TR","4","PARS","N114","TBA","40","0","QR",""
"PSYC","402","Statistics in Psychology","12215","09","LEC","14:10","15:30","TR","4","MCC","340","Wormwood, Benjamin A","40","0","QR",""
"PSYC","402","Statistics in Psychology","10076","10","LEC","15:40","17:00","TR","4","MCC","230","Mangan, Michael A","40","0","QR",""
"PSYC","402","Statistics in Psychology","10845","M1","LEC","09:10","10:30","MW","4","PANDRA","503","Mian, Nicholas D","25","0","QR",""
"PSYC","402","Statistics in Psychology","11350","M2","LEC","09:40","12:30","F","4","PANDRA","503","Sparrow, John E","25","0","QR",""
"PSYC","502","Research Methods in Psychology","12469","01","LEC","09:40","11:00","MW","4","MCC","110","Caldwell, Elizabeth E","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","502","Research Methods in Psychology","10087","02","LEC","11:10","12:30","MW","4","MCC","110","Chavajay, Pablo P.","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","502","Research Methods in Psychology","10077","03","LEC","14:10","15:30","MW","4","MCC","110","Chavajay, Pablo P.","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","502","Research Methods in Psychology","10534","04","LEC","11:10","12:30","TR","4","MCC","245","Dudley, Kari","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","502","Research Methods in Psychology","10496","05","LEC","14:10","15:30","TR","4","MURK","G02","Dudley, Kari","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","502","Research Methods in Psychology","10847","M1","LEC","13:10","16:00","W","4","PANDRA","503","Paglia, Alison K.","25","0","WRIT, INQ","PSYC 401 and PSYC 402"
"PSYC","511","Sensation and Perception","10639","01","LEC","14:10","15:30","TR","4","HS","140","Stine, William W","60","0","","PSYC 401"
"PSYC","513","Cognitive Psychology","13910","02","LEC","14:10","15:30","MW","4","HORT","210","Tanrikulu, Omer Daglar","60","0","","PSYC 401"
"PSYC","513","Cognitive Psychology","14911","03","LEC","11:10","12:30","TR","4","MCC","340","Peracchi, Kelly A","60","0","","PSYC 401"
"PSYC","521","Behavior Analysis","11020","01","LEC","09:40","11:00","TR","4","HS","140","Henn, Mark J","60","0","","PSYC 401"
"PSYC","521","Behavior Analysis","11537","02","LEC","14:10","15:30","TR","4","ONLINE","","Tornick, Jan K","60","0","","PSYC 401"
"PSYC","522","Behaviorism","15373","M1","LEC","10:10","11:30","TR","4","PANDRA","503","Sparrow, John E","30","0","","PSYC 401"
"PSYC","531","Psychobiology","10666","01","LEC","13:40","15:00","MW","4","HS","210","Wormwood, Benjamin A","60","0","","PSYC 401"
"PSYC","531","Psychobiology","12486","M1","LEC","09:10","12:00","W","4","PANDRA","502","Seichepine, Daniel R","13","0","","PSYC 401"
"PSYC","552","Social Psychology","12022","01","LEC","11:10","12:30","TR","4","MCC","220","Mangan, Michael A","60","0","","PSYC 401"
"PSYC","553","Personality","12718","02","LEC","12:10","13:30","MW","4","HS","150","TBA","60","0","","PSYC 401"
"PSYC","553","Personality","14914","03","LEC","09:40","11:00","TR","4","MCC","220","Mayer, John D. D","60","0","","PSYC 401"
"PSYC","561","Psychopathology","12470","01","LEC","14:10","15:30","MW","4","DEM","240","Glutting, Joan Hastings","60","0","","PSYC 401"
"PSYC","561","Psychopathology","10249","02","LEC","09:40","11:00","TR","4","MCC","240","Dudley, Kari","60","0","","PSYC 401"
"PSYC","581","Child Development","10075","01","LEC","08:10","09:30","MW","4","MCC","220","TBA","60","0","","PSYC 401"
"PSYC","581","Child Development","13329","02","LEC","11:10","12:30","MW","4","MCC","340","Reyes-Jaquez, Bolivar (Boli)","60","0","","PSYC 401"
"PSYC","581","Child Development","15374","M1","LEC","13:10","16:00","M","4","PANDRA","503","Mian, Nicholas D","30","0","","PSYC 401"
"PSYC","595","Applications of Psychology","10389","A01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","",""
"PSYC","595","Applications of Psychology","10469","B01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","",""
"PSYC","595","Applications of Psychology","10470","C01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","",""
"PSYC","705","Tests and Measurement","11846","01","LEC","14:10","15:30","TR","4","MCC","230","Mayer, John D. D","20","0","","PSYC 402 and PSYC 502"
"PSYC","710","Visual Perception","11343","M1","LEC","13:10","16:00","R","4","PANDRA","502","Sparrow, John E","25","0","WRIT","( PSYC 402 and PSYC 502 and ( PSYC 511 or PSYC 531 ) ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","712W","Psychology of Language","13247","01","LEC","09:40","11:00","TR","4","MURK","204","Roark, Casey Lynn","20","0","WRIT","PSYC 402 and PSYC 502 and ( PSYC 512 or PSYC 513 )"
"PSYC","713W","Psychology of Consciousness","12054","01","LEC","09:40","11:00","TR","4","MCC","245","Peracchi, Kelly A","20","0","WRIT","PSYC 402 and PSYC 502 and PSYC 513"
"PSYC","720","Animal Cognition","13911","01","LEC","11:10","12:30","TR","4","ONLINE","","Tornick, Jan K","20","0","WRIT","( PSYC 401 and PSYC 402 and PSYC 502 and ( PSYC 513 or PSYC 521 ) ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","720","Animal Cognition","12216","02","LEC","15:40","17:00","TR","4","ONLINE","","Tornick, Jan K","20","0","WRIT","( PSYC 401 and PSYC 402 and PSYC 502 and ( PSYC 513 or PSYC 521 ) ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","722","Behaviorism, Culture, and Contemporary Society","10928","01","LEC","12:40","14:00","MW","4","MCC","350","Henn, Mark J","20","0","WRIT","PSYC 402 and PSYC 502 and PSYC 521"
"PSYC","722","Behaviorism, Culture, and Contemporary Society","15829","02","LEC","15:10","16:30","MW","4","MORSE","217","Henn, Mark J","20","0","WRIT","PSYC 402 and PSYC 502 and PSYC 521"
"PSYC","731","Brain and Behavior","12256","M1","LEC","09:10","12:00","R","4","PANDRA","345","Seichepine, Daniel R","25","0","WRIT","( PSYC 402 and PSYC 502 and PSYC 531 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","733","Drugs and Behavior","11163","01","LEC","11:10","12:30","TR","4","MCC","350","McGaughy, Jill A","20","0","WRIT","( PSYC 402 and PSYC 502 and PSYC 531 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","733","Drugs and Behavior","13783","M1","LEC","09:10","12:00","F","4","PANDRA","307","Seichepine, Daniel R","25","0","WRIT","( PSYC 402 and PSYC 502 and PSYC 531 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","735","Neurobiology of Mood Disorders","15552","01","LEC","08:10","09:30","MW","4","MCC","110","Caldwell, Elizabeth E","20","0","WRIT","( PSYC 402 and PSYC 502 and PSYC 531 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","736","Attention Disorders","12719","01","LEC","14:10","15:30","TR","4","MCC","110","McGaughy, Jill A","20","0","WRIT","( PSYC 402 and PSYC 502 and PSYC 531 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","741W","Special Topics","15827","01","SPT","12:10","13:30","MW","4","HS","105","Charntikov, Sergios","0","0","WRIT","( PSYC 402 and PSYC 502 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","741W","Special Topics","13913","02","SPT","14:10","15:30","MW","4","MURK","204","Liquin, Emily G","20","0","WRIT","( PSYC 402 and PSYC 502 ) or ( NSB 500 and NSB 501 and NSB 502 and NSB 503 )"
"PSYC","757","Psychology of Happiness","12217","01","LEC","08:40","11:30","W","4","HUDD","224B","Eckstein, Robert P","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","758","Health Psychology","12720","01","LEC","12:40","14:00","MW","4","MCC","245","Caldwell, Elizabeth E","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","760W","Ecopsychology","15554","01","LEC","09:40","11:00","TR","4","HORT","215","Hess, Susan M","20","0","WRIT","PSYC 402 and PSYC 502 and PSYC 561"
"PSYC","761W","Sport and Performance Psychology","14919","01","LEC","10:10","11:30","MW","4","HS","124","Hess, Susan M","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","762W","Counseling","15555","01","LEC","13:40","15:00","MW","4","MURK","201","Hess, Susan M","20","0","WRIT","PSYC 402 and PSYC 502 and ( PSYC 553 or PSYC 561 )"
"PSYC","762W","Counseling","14920","02","LEC","09:40","12:30","T","4","MCC","110","Eckstein, Robert P","20","0","WRIT","PSYC 402 and PSYC 502 and ( PSYC 553 or PSYC 561 )"
"PSYC","762W","Counseling","14921","03","LEC","09:40","12:30","W","4","MCC","350","Morrill, Melinda I","20","0","WRIT","PSYC 402 and PSYC 502 and ( PSYC 553 or PSYC 561 )"
"PSYC","762W","Counseling","14459","M1","LEC","13:10","16:00","T","4","PANDRA","502","Mian, Nicholas D","25","0","WRIT","PSYC 402 and PSYC 502 and ( PSYC 553 or PSYC 561 )"
"PSYC","785","Social Development","13914","01","LEC","15:40","17:00","TR","4","MCC","245","Dimitrov, Nikolay","20","0","WRIT","PSYC 402 and PSYC 502 and PSYC 581"
"PSYC","791W","Special Topics","12788","01","SPT","09:40","11:00","MW","4","MCC","245","Al-Kire, Marah","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","791W","Special Topics","15556","02","SPT","09:40","12:30","R","4","MCC","110","Morrill, Melinda I","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","791W","Special Topics","15557","03","SPT","12:40","14:00","MW","4","MCC","110","Reyes-Jaquez, Bolivar (Boli)","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","791W","Special Topics","15558","04","SPT","14:10","15:30","TR","4","MURK","G04","Chavajay, Pablo P.","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","791W","Special Topics","15559","05","SPT","09:40","11:00","TR","4","MCC","350","Caldwell, Elizabeth E","20","0","WRIT","PSYC 402 and PSYC 502"
"PSYC","793","Internship","10707","01","PRA","14:10","17:00","T","4","MCC","350","Glutting, Joan Hastings","15","0","","PSYC 402 and PSYC 502 and PSYC 561 and PSYC 762 May be taken concurrently"
"PSYC","793","Internship","12471","02","PRA","09:40","12:30","M","4","MCC","350","Glutting, Joan Hastings","15","0","","PSYC 402 and PSYC 502 and PSYC 561 and PSYC 762 May be taken concurrently"
"PSYC","795","Independent Study","10078","A01","INV","Hours Arranged","TBA","TBA","1","TBA","","Charntikov, Sergios","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","12789","A02","INV","Hours Arranged","TBA","TBA","1","TBA","","McGaughy, Jill A","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10079","B01","INV","Hours Arranged","TBA","TBA","1","TBA","","Stine, William W","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10080","D01","INV","Hours Arranged","TBA","TBA","1","TBA","","Gibson, Brett","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","15560","E01","INV","Hours Arranged","TBA","TBA","1","TBA","","Al-Kire, Marah","5","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","15561","E02","INV","Hours Arranged","TBA","TBA","1","TBA","","Wormwood, Jolie B","5","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10081","F01","INV","Hours Arranged","TBA","TBA","1","TBA","","Tanrikulu, Omer Daglar","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","12972","F02","INV","Hours Arranged","TBA","TBA","1","TBA","","Liquin, Emily G","5","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","15562","F03","INV","Hours Arranged","TBA","TBA","1","TBA","","Roark, Casey Lynn","5","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10082","I01","INV","Hours Arranged","TBA","TBA","1","TBA","","Mayer, John D. D","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10083","J01","INV","Hours Arranged","TBA","TBA","1","TBA","","Chavajay, Pablo P.","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","12790","J02","INV","Hours Arranged","TBA","TBA","1","TBA","","Leichtman, Michelle D","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","15563","J03","INV","Hours Arranged","TBA","TBA","1","TBA","","Reyes-Jaquez, Bolivar (Boli)","5","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10084","K01","INV","Hours Arranged","TBA","TBA","1","TBA","","Morrill, Melinda I","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10085","L01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","11536","M01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","","PSYC 402 and PSYC 502"
"PSYC","795","Independent Study","10086","N01","INV","Hours Arranged","TBA","TBA","1","TBA","","TBA","10","0","","PSYC 402 and PSYC 502"
"PSYC","797","Senior Honors Tutorial","11378","01","LEC","16:10","17:00","W","4","MCC","350","Chavajay, Pablo P.","15","0","HONR",""
"PSYC","798","Capstone","11250","01","CPP","Hours Arranged","TBA","TBA","0","TBA","","Al-Kire, Marah","100","0","",""
"PSYC","798","Capstone","12791","02","CPP","Hours Arranged","TBA","TBA","0","TBA","","Caldwell, Elizabeth E","15","0","",""
"PSYC","798","Capstone","12792","03","CPP","Hours Arranged","TBA","TBA","0","TBA","","Dimitrov, Nikolay","15","0","",""
"PSYC","798","Capstone","12793","04","CPP","Hours Arranged","TBA","TBA","0","TBA","","Reyes-Jaquez, Bolivar (Boli)","15","0","",""
"PSYC","798","Capstone","12794","05","CPP","Hours Arranged","TBA","TBA","0","TBA","","Eckstein, Robert P","15","0","",""
"PSYC","798","Capstone","12795","06","CPP","Hours Arranged","TBA","TBA","0","TBA","","Henn, Mark J","15","0","",""
"PSYC","798","Capstone","12796","08","CPP","Hours Arranged","TBA","TBA","0","TBA","","Hess, Susan M","15","0","",""
"PSYC","798","Capstone","12797","09","CPP","Hours Arranged","TBA","TBA","0","TBA","","Liquin, Emily G","15","0","",""
"PSYC","798","Capstone","12798","10","CPP","Hours Arranged","TBA","TBA","0","TBA","","Mayer, John D. D","15","0","",""
"PSYC","798","Capstone","12799","11","CPP","Hours Arranged","TBA","TBA","0","TBA","","McGaughy, Jill A","15","0","",""
"PSYC","798","Capstone","12973","12","CPP","Hours Arranged","TBA","TBA","0","TBA","","Money, Karina","12","0","",""
"PSYC","798","Capstone","12974","13","CPP","Hours Arranged","TBA","TBA","0","TBA","","Morrill, Melinda I","12","0","",""
"PSYC","798","Capstone","12975","14","CPP","Hours Arranged","TBA","TBA","0","TBA","","Peracchi, Kelly A","12","0","",""
"PSYC","798","Capstone","12976","15","CPP","Hours Arranged","TBA","TBA","0","TBA","","Roark, Casey Lynn","12","0","",""
"PSYC","798","Capstone","12977","16","CPP","Hours Arranged","TBA","TBA","0","TBA","","Tanrikulu, Omer Daglar","12","0","",""
"PSYC","798","Capstone","12978","17","CPP","Hours Arranged","TBA","TBA","0","TBA","","Tornick, Jan K","12","0","",""
"PSYC","798","Capstone","15564","18","CPP","Hours Arranged","TBA","TBA","0","TBA","","Stine, William W","15","0","",""
"PSYC","798","Capstone","15565","19","CPP","Hours Arranged","TBA","TBA","0","TBA","","Charntikov, Sergios","15","0","",""
"PSYC","798","Capstone","15566","20","CPP","Hours Arranged","TBA","TBA","0","TBA","","Wormwood, Jolie B","15","0","",""
"PSYC","798","Capstone","15567","21","CPP","Hours Arranged","TBA","TBA","0","TBA","","Chavajay, Pablo P.","15","0","",""
"PSYC","798","Capstone","11467","M1","CPP","Hours Arranged","TBA","TBA","0","TBA","","Mian, Nicholas D","5","0","",""
"PSYC","798","Capstone","11291","M2","CPP","Hours Arranged","TBA","TBA","0","TBA","","Sparrow, John E","5","0","",""
"PSYC","798","Capstone","11477","M3","CPP","Hours Arranged","TBA","TBA","0","TBA","","Seichepine, Daniel R","5","0","",""
"PSYC","798","Capstone","12937","M4","CPP","Hours Arranged","TBA","TBA","0","TBA","","Seichepine, Daniel R","5","0","",""
"PSYC","805","Research Methodology and Statistics I","12560","01","LEC","14:10","15:30","TR","4","MCC","456","Roark, Casey Lynn","12","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","10239","01","INV","Hours Arranged","TBA","TBA","4","TBA","","McGaughy, Jill A","10","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","13773","02","INV","Hours Arranged","TBA","TBA","4","TBA","","Stine, William W","5","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","13774","03","INV","Hours Arranged","TBA","TBA","4","TBA","","Charntikov, Sergios","5","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","13775","04","INV","Hours Arranged","TBA","TBA","4","TBA","","Mayer, John D. D","5","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","13776","05","INV","Hours Arranged","TBA","TBA","4","TBA","","Chavajay, Pablo P.","5","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","14320","06","INV","Hours Arranged","TBA","TBA","4","TBA","","Tanrikulu, Omer Daglar","5","0","",""
"PSYC","894","Paper of Publishable Quality (PPQ)","15208","07","INV","Hours Arranged","TBA","TBA","4","TBA","","Gibson, Brett","3","0","",""
"PSYC","899","Master's Thesis","15152","01","THE","Hours Arranged","TBA","TBA","4","TBA","","Roark, Casey Lynn","3","0","",""
"PSYC","901","Graduate Pro-seminar","11211","01","LEC","15:40","17:00","R","0","MCC","456","TBA","8","0","",""
"PSYC","904","First-year Graduate Seminar","12218","01","LEC","09:40","12:30","R","4","MCC","456","Stine, William W","12","0","",""
"PSYC","907","Research Methods and Statistics III","15757","01","LEC","09:40","11:00","MW","4","MCC","456","Wormwood, Jolie B","12","0","",""
"PSYC","954","Advanced Seminar in Social Psychology","15568","01","LEC","13:10","16:00","M","4","MCC","456","Al-Kire, Marah","12","0","",""
"PSYC","991","Practicum and Seminar in the Teaching of Psychology","15569","01","LEC","09:40","12:30","T","6","MCC","456","Charntikov, Sergios","7","0","",""
"PSYC","995","Reading and Research","10216","A01","INV","Hours Arranged","TBA","TBA","1","TBA","","Tanrikulu, Omer Daglar","10","0","",""
"PSYC","995","Reading and Research","10217","B01","INV","Hours Arranged","TBA","TBA","1","TBA","","Leichtman, Michelle D","10","0","",""
"PSYC","995","Reading and Research","13681","B02","INV","Hours Arranged","TBA","TBA","1","TBA","","Chavajay, Pablo P.","8","0","",""
"PSYC","995","Reading and Research","10218","C01","INV","Hours Arranged","TBA","TBA","1","TBA","","Wormwood, Jolie B","10","0","",""
"PSYC","995","Reading and Research","10219","D01","INV","Hours Arranged","TBA","TBA","1","TBA","","Gibson, Brett","10","0","",""
