"Subj","#","Title","Comp Numb","Sec","Lec Lab","Start Time","End Time","Days","Credits","Bldg","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"BUS","2150","Sustainable Bus Strategies","90754","A","LEC","08:30","09:45","T R","3","","","S. Gove","0","0","","ECON 1450 with a minimum grade of C-; Business Administration major or minor"
"BUS","2150","Sustainable Bus Strategies","90753","B","LEC","16:25","17:40","T R","3","","","S. Gove","0","0","","ECON 1450 with a minimum grade of C-; Business Administration major or minor"
"BUS","2150","Sustainable Bus Strategies","90755","C","LEC","11:40","12:55","T R","3","","","E. Micelotta","0","0","","ECON 1450 with a minimum grade of C-; Business Administration major or minor"
"BUS","2150","Sustainable Bus Strategies","95012","D","LEC","13:15","14:30","T R","3","","","S. Gove","0","0","","ECON 1450 with a minimum grade of C-; Business Administration major or minor"
"BUS","2150","Sustainable Bus Strategies","95994","E","LEC","14:50","16:05","T R","3","","","E. Micelotta","0","0","","ECON 1450 with a minimum grade of C-; Business Administration major or minor"
"BUS","2300","Leadership & Org Behavior","90109","A","LEC","10:05","11:20","M W","3","","","W. Nilsson","0","0","","BUS 1110 or BUS 1120 or ECON 1400 or ECON 1450 with a minimum grade of C- or Instructor permission; Business Administration, Computer Science &amp; Information Systems, Engineering Management, Dietetics, Nutrition &amp; Food Sciences major; Business Administration minor, Sports Management minor or Instructor permission"
"BUS","2300","Leadership & Org Behavior","90110","B","LEC","11:40","12:55","T R","3","","","S. Soltis","0","0","","BUS 1110 or BUS 1120 or ECON 1400 or ECON 1450 with a minimum grade of C- or Instructor permission; Business Administration, Computer Science &amp; Information Systems, Engineering Management, Dietetics, Nutrition &amp; Food Sciences major; Business Administration minor, Sports Management minor or Instructor permission"
"BUS","2300","Leadership & Org Behavior","93400","C","LEC","13:15","14:30","T R","3","","","D. Jones","0","0","","BUS 1110 or BUS 1120 or ECON 1400 or ECON 1450 with a minimum grade of C- or Instructor permission; Business Administration, Computer Science &amp; Information Systems, Engineering Management, Dietetics, Nutrition &amp; Food Sciences major; Business Administration minor, Sports Management minor or Instructor permission"
"BUS","2300","Leadership & Org Behavior","94882","D","LEC","15:30","16:45","M W","3","","","W. Nilsson","0","0","","BUS 1110 or BUS 1120 or ECON 1400 or ECON 1450 with a minimum grade of C- or Instructor permission; Business Administration, Computer Science &amp; Information Systems, Engineering Management, Dietetics, Nutrition &amp; Food Sciences major; Business Administration minor, Sports Management minor or Instructor permission"
"BUS","2370","Business Law I","90420","A","LEC","15:30","16:45","M W","3","","","A. Ahmadi","0","0","","BUS 1110 , BUS 1101 , ECON 1400 , or ECON 1450 with a minimum grade of C-; Business major or minor; Law &amp; Society minors by Instructor permission"
"BUS","2500","Marketing Management","90113","A","LEC","08:30","09:45","T R","3","","","M. Nelson","0","0","","ECON 1450 with a minimum grade of C-; STAT 1410 or STAT 2430 with a minimum grade of C- or PSYS 2002 with a minimum grade of C- and PSYS 2010 with a minimum grade of C-; Business Administration, Computer Science &amp; Information Systems, Engineering Management majors; Business Administration minor; Sports Management minor with Instructor permission"
"BUS","2500","Marketing Management","90120","B","LEC","13:15","14:30","T R","3","","","M. Nelson","0","0","","ECON 1450 with a minimum grade of C-; STAT 1410 or STAT 2430 with a minimum grade of C- or PSYS 2002 with a minimum grade of C- and PSYS 2010 with a minimum grade of C-; Business Administration, Computer Science &amp; Information Systems, Engineering Management majors; Business Administration minor; Sports Management minor with Instructor permission"
"BUS","2620","Managerial Accounting","90100","OL1","LEC","TBA","TBA","","3","","","E. Gamble","0","0","","BUS 1610 with a minimum grade of C-; ECON 1450 with a minimum grade of C-; Business Administration, Engineering Management, Dietetics, Nutrition and Food Sciences, Computer Science &amp; Information Systems major, Business Administration, Accounting minor by Instructor permission"
"BUS","2700","Operations Management","90122","A","LEC","08:30","09:45","T R","3","","","H. Do","0","0","","BUS 2130 with a minimum grade of C-, BUS 1610 with a minimum grade of C-; Business Administration, Engineering Management, Computer Science &amp; Information Systems major or Business Administration minor"
"BUS","2700","Operations Management","90706","B","LEC","10:05","11:20","T R","3","","","H. Do","0","0","","BUS 2130 with a minimum grade of C-, BUS 1610 with a minimum grade of C-; Business Administration, Engineering Management, Computer Science &amp; Information Systems major or Business Administration minor"
"BUS","2700","Operations Management","94883","C","LEC","14:50","16:05","T R","3","","","H. Do","0","0","","BUS 2130 with a minimum grade of C-, BUS 1610 with a minimum grade of C-; Business Administration, Engineering Management, Computer Science &amp; Information Systems major or Business Administration minor"
"BUS","2748","Bus. Driven Decision Making","93067","A","LEC","15:30","16:45","M W","3","","","T. Chittenden","0","0","","BUS 1140 with a minimum grade of C-, BUS 2740 , or CS 1210 ; Business Administration or Computer Science and Information Systems major or Business Administration minor"
"BUS","2792","Business Process Improvement","94884","A","LEC","17:05","18:20","M W","3","","","W. Cats-Baril","0","0","","BUS 1140 , BUS 2740 , or CS 1210 ; Business Administration, Engineering Management, Computer Science &amp; Information Systems major, Business Administration minor by Instructor permission"
"BUS","2800","Managerial Finance","90123","A","LEC","10:05","11:20","T R","3","","","M. Tomas III","0","0","","BUS 1610 with a minimum grade of C-; Business Administration, Computer Science &amp; Information Systems, Engineering Management majors, or Business Administration minor"
"BUS","2800","Managerial Finance","93401","B","LEC","11:40","12:55","T R","3","","","M. Tomas III","0","0","","BUS 1610 with a minimum grade of C-; Business Administration, Computer Science &amp; Information Systems, Engineering Management majors, or Business Administration minor"
"BUS","2800","Managerial Finance","90124","C","LEC","13:15","14:30","T R","3","","","C. Bush","0","0","","BUS 1610 with a minimum grade of C-; Business Administration, Computer Science &amp; Information Systems, Engineering Management majors, or Business Administration minor"
"BUS","2810","Intermediate Financial Mgmt","90125","A","LEC","14:50","16:05","T R","3","","","A. Prevost","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","2990","Addressing Grand Challenges","96003","A","LEC","15:30","16:45","M W","3","","","S. Venugopal","0","0","","Business Administration major or minor"
"BUS","2990","Protecting Ideas: Law & Innov","96004","B","1","17:05","18:20","M W","3","","","A. Zehner","0","0","","Business Administration major or minor"
"BUS","2991","Professional Experience","92839","OL1","IND","TBA","TBA","","1 to 18","","","S. Meunier","0","0","","Concurrent internship, Instructor permission"
"BUS","3102","Prof. Development Series III","91918","A","V","10:50","11:40","M","1","","","K. Reed","0","0","","BUS 2102 ; Business Administration major; minimum Junior standing"
"BUS","3310","Human Resource Management","96153","A","LEC","14:50","16:05","T R","3","","","S. Soltis","0","0","","BUS 2300 ; Business Administration major or minor; minimum Junior standing; Master of Accountancy Graduate student"
"BUS","3350","Entrepreneurial Family Firms","90901","A","LEC","12:00","15:00","W","3","","","E. Micelotta","0","0","","BUS 2300 ; Business Administration, Engineering Management major, or Business Administration minor"
"BUS","3360","Integrated Product Dev","96241","A","LEC","10:05","11:20","T R","3","","","K. Doyle","0","0","","Senior standing"
"BUS","3510","Marketing Research","90471","A","LEC","11:40","12:55","T R","3","","","T. Noordewier","0","0","","BUS 2500 ; Business Administration major or minor"
"BUS","3510","Marketing Research","91984","B","LEC","14:50","16:05","T R","3","","","T. Noordewier","0","0","","BUS 2500 ; Business Administration major or minor"
"BUS","3550","Digital Marketing","93956","A","LEC","16:35","19:35","R","3","","","C. Bonifield","0","0","","BUS 2500 ; Business Administration major or minor"
"BUS","3555","Marketing Communications","90676","A","LEC","12:00","15:00","W","3","","","C. Bonifield","0","0","","BUS 2500 ; Business Administration major or minor"
"BUS","3555","Marketing Communications","90876","B","LEC","12:00","15:00","F","3","","","C. Bonifield","0","0","","BUS 2500 ; Business Administration major or minor"
"BUS","3560","Retail Management","93072","A","LEC","13:15","14:30","T R","3","","","A. Tomas","0","0","","BUS 2500 ; Business Administration major or minor, or Master of Accountancy Graduate Student"
"BUS","3580","Intn'l Market Analysis","92341","A","LEC","08:30","09:45","T R","3","","","C. Zhang","0","0","D2","BUS 2500 ; Business Administration major or minor"
"BUS","3580","Intn'l Market Analysis","95997","B","LEC","10:05","11:20","T R","3","","","C. Zhang","0","0","D2","BUS 2500 ; Business Administration major or minor"
"BUS","3610","Corporate Financial Reporting1","90415","A","LEC","15:30","16:45","M W","3","","","J. King","0","0","","BUS 1610 , BUS 2620 , both with a minimum grade of C-; Business Administration major; or Business Administration or Accounting minor"
"BUS","3611","Corporate Financial Reporting2","93402","A","LEC","10:05","11:20","M W","3","","","S. Dempsey","0","0","","BUS 3610 ; Business Administration major, Business Administration or Accounting minor"
"BUS","3615","Financial Statement Analysis","90472","A","LEC","16:25","17:40","T R","3","","","D. Wendell","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","3640","Individual Taxation","95999","A","LEC","08:30","09:45","M W","3","","","P. Bisson","0","0","","BUS 1610 , BUS 2620 ; Business Administration major, minor, co-major or Accounting minor"
"BUS","3800","Green Mountain Investment Fund","92100","A","LEC","18:00","18:50","T","1","","","C. Bronner","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","3830","International Finance Mgmt","94891","A","LEC","08:30","09:45","T R","3","","","K. Chiang","0","0","","ECON 1400 with a minimum grade of C-; Business Administration major or minor"
"BUS","3840","Free Markets & Free Enterprise","91627","A","LEC","15:30","16:45","M W","3","","","A. Ukhov","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","3850","Options and Futures","96001","A","LEC","16:25","17:40","T R","3","","","M. Tomas III","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","3890","Real Estate Finance","93953","A","LEC","11:40","12:55","T R","3","","","K. Chiang","0","0","","BUS 2800 with a minimum grade of C; Business Administration major or minor"
"BUS","3990","Consulting Skills","96002","A","LEC","17:05","20:05","M","3","","","F. Massa","0","0","","Business Administration major or minor"
"BUS","4880","Wall Street Seminar","90725","A","SEM","13:15","14:30","T R","3","","","A. Prevost","0","0","","BUS 2810 ; Business Administration major or minor; Instructor permission required"
"BUS","4910","Entrepreneurship Capstone","93445","A","LEC","12:00","15:00","M","3","","","F. Massa","0","0","","BUS 2150 with a minimum grade of C-, BUS 2300 , BUS 2500 , BUS 2700 , BUS 2800 ; Business Administration majors only; Senior standing"
"BUS","4920","Global Business Strategic Cap","93446","A","SEM","13:30","14:45","M W","3","","","P. Callery","0","0","","BUS 2150 with a minimum grade of C-, BUS 2300 , BUS 2500 , BUS 2700 , BUS 2800 ; Business Administration majors only; Senior standing"
"BUS","5615","Advanced Accounting","94893","A","LEC","12:00","13:15","M W","3","","","S. Dempsey","0","0","","BUS 3611"
"BUS","5620","Adv Topics in Management Acctg","94894","A","LEC","17:05","18:20","M W","3","","","E. Gamble","0","0","","Master of Accountancy student"
"BUS","5630","Auditing","92629","A","LEC","10:05","11:20","T R","3","","","B. Arel","0","0","","BUS 3611 , BUS 3660 ; Business Administration major, Master of Accountancy student, Business Administration minor, or Accounting minor; minimum Senior standing"
"BUS","6450","Sustainable Family Enter I","93111","OL1","X","TBA","TBA","","3","","",".. Staff","0","0","",""
"BUS","6601","Acct Research & Communications","93066","A","LEC","13:15","16:15","T R","3","","","G. Walberg","0","0","","Master of Accountancy student or Instructor permission"
"BUS","6641","Tax & Entrepreneurial Ventures","92630","A","LEC","13:15","16:15","T R","3","","","G. Walberg","0","0","",""
"BUS","6670","Accounting & Reporting for ESG","94895","OL1","X","TBA","TBA","","3","","","A. Marchetti","0","0","",""
"BUS","6700","Green Oper. and Supply Chains","92797","OL1","X","TBA","TBA","","3","","","A. DeCarlo","0","0","",""
"BUS","6991","Internship","93960","OL1","IND","TBA","TBA","","1 to 18","","","S. Meunier","0","0","",""
"BUS","6993","Independent Study","93021","A","TD","TBA","TBA","","1 to 18","","","S. Dempsey","0","0","",""
"CDAE","1010","Drafting Design I","92368","A","LEC","10:05","11:20","T R","3","","","F. Acosta","0","0","",""
"CDAE","1010","Drafting Design I","91597","B","LEC","14:50","16:05","T R","3","","","F. Acosta","0","0","",""
"CDAE","1020","World Food,Pop & Develop","90037","A","LEC","13:15","14:30","T R","3","","","J. Ament","0","0","D2|GC1|SU",""
"CDAE","1020","World Food,Pop & Develop","96140","B","LEC","13:15","14:30","T R","3","","","J. Ament","0","0","D2|GC1|SU",""
"CDAE","1040","US Food, Social Equity &Dev","92324","A","LEC","08:30","09:45","T R","3","","","A. Brooks","0","0","D1|S1",""
"CDAE","1050","Sustainable Fashion","94970","A","LEC","15:30","16:45","M W","3","","","K. McDowell","0","0","SU",""
"CDAE","1060","Energy Alternatives","90442","A","LEC","15:30","16:45","M W","3","","","H. Morley","0","0","",""
"CDAE","1150","Visual Communication","94897","A","LEC","13:15","14:30","T R","3","","","A. Golan","0","0","AH1",""
"CDAE","1150","Visual Communication","92293","OL1","X","TBA","TBA","","3","","","S. Williamson","0","0","AH1",""
"CDAE","1160","Communication Design I","92490","A","LEC","12:30","13:45","M W","3","","","S. Williamson","0","0","","Community Development &amp; Applied Economics major or minor; or Instructor permission"
"CDAE","1160","Communication Design I","93940","B","LEC","11:40","12:55","T R","3","","",".. Staff","0","0","","Community Development &amp; Applied Economics major or minor; or Instructor permission"
"CDAE","1160","Communication Design I","94896","C","LEC","16:25","17:40","T R","3","","",".. Staff","0","0","","Community Development &amp; Applied Economics major or minor; or Instructor permission"
"CDAE","1170","Digital Illustration","90712","A","LEC","11:00","12:15","M W","3","","",".. Staff","0","0","","CDAE 1150 or ARTS 1400 ; Community Development &amp; Applied Economics major or minor; or Instructor permission"
"CDAE","1240","Fund of Public Communication","90341","A","LEC","08:00","09:15","M W","3","","","S. Heiss","0","0","GC2",""
"CDAE","1600","Design Innovation I","94898","A","LEC","17:05","18:20","M W","3","","","K. McDowell","0","0","",""
"CDAE","1600","Design Innovation I","93055","B","LEC","13:15","14:30","T R","3","","",".. Staff","0","0","",""
"CDAE","1610","Principles of Comm Dev Econ","90038","A","LEC","14:50","16:05","T R","3","","","J. Farley","0","0","S1|SU",""
"CDAE","1990","AI for Sustainable Communities","95596","A","LEC","13:10","14:00","M W F","3","","","K. Mays","0","0","",""
"CDAE","1990","Intro to Emergency Management","96166","B","LEC","14:50","16:05","T R","3","","",".. Staff","0","0","",""
"CDAE","2020","CL:Sustainable Community Dev","90898","A","V","14:20","15:10","W F","3","","","K. Hamshaw","0","0","CL|S1","CDAE 1020 , ENVS 1510 , or Instructor permission"
"CDAE","2120","CL:Social MediaTheory2Practice","95561","A","LEC","09:40","10:30","M W F","3","","","R. Leslie","0","0","CL","CDAE 1240 , CDAE 1150 , CALS 1020 , or CALS 1850"
"CDAE","2130","Activist Journalism","95374","A","LEC","14:50","16:05","T R","3","","","B. Dangl","0","0","","CDAE 1240 or ENVS 1500 or ENGL 1001 or FWIL Course or TAP Course; minimum Sophomore standing"
"CDAE","2160","Communication Design II","95389","A","LEC","08:00","09:15","M W","3","","","S. Kostell","0","0","","CDAE 1160"
"CDAE","2200","SL:Strategic Writing for PCOM","94035","A","LEC","13:15","14:30","T R","3","","","R. Leslie","0","0","SL","CDAE 1240 , ENGL 1001 , or ENGL 1740 ; Public Communication majors/minors only"
"CDAE","2200","Strategic Writing for PCOM","92056","OL1","X","TBA","TBA","","3","","","J. Hendley","0","0","SL","CDAE 1240 , ENGL 1001 , or ENGL 1740 ; Public Communication majors/minors only"
"CDAE","2210","News Writing Across Media","94935","A","LEC","11:40","12:55","T R","3","","","B. Dangl","0","0","","ENGL 1001 or ENGL 1740"
"CDAE","2230","Media-Policy-Action","95088","A","LEC","08:30","09:45","T R","3","","","S. Finn","0","0","","Any of the following: ENGL 1001 , ENGL 1740 , POLS 1300 , CDAE 1020 , CDAE 1150 , CDAE 1240"
"CDAE","2240","Public Communication Media","90745","A","LEC","10:05","11:20","T R","3","","","A. Golan","0","0","","CDAE 1240"
"CDAE","2290","Communication Law","91896","A","LEC","16:25","17:40","T R","3","","",".. Staff","0","0","","CDAE 1240"
"CDAE","2400","Leadership in Practice","92215","OL1","X","TBA","TBA","","3","","","T. DeSisto","0","0","","CDAE 1240"
"CDAE","2430","Sports Media","95614","A","LEC","13:15","14:30","T R","3","","","M. Jewell","0","0","","ENGL 1001 , CDAE 1240 , or EDPE 3200"
"CDAE","2440","CL:Community Media Production","95375","A","LEC","08:30","09:45","T R","3","","","M. Jewell","0","0","CL","CDAE 1240"
"CDAE","2460","Publication Design","93197","A","LEC","09:30","10:45","M W","3","","","S. Kostell","0","0","","CDAE 1150 , CDAE 1170 or CDAE 1160 , Public Communication major or Applied Design Minor"
"CDAE","2570","Consumer Law and Policy","91870","A","LEC","17:05","18:20","M W","3","","",".. Staff","0","0","","ENGL 1001 , ENGL 1210 , CDAE 1240 , or CDAE 1610 ; Sophomore standing"
"CDAE","2590","SL:Consumer Law in Action I","90435","A","LEC","14:20","15:10","M W","3","","","L. Jensen","0","0","SL","CDAE 2570 or Instructor permission"
"CDAE","2600","CL:Design Innovation II","92688","A","LEC","16:35","19:35","R","3","","","D. Hohenschau","0","0","CL","CDAE 1600"
"CDAE","2660","CL:Intro to Comm Entreprnrship","90041","A","LEC","17:05","18:20","M W","3","","","A. Aiyar","0","0","","One of the following: CDAE 1020 , CDAE 1610 , or permission"
"CDAE","2670","Fin Mgmt: Comm Entrepreneurs","95391","A","LEC","08:30","09:45","T R","3","","",".. Staff","0","0","","CDAE 2660 or Instructor permission"
"CDAE","2680","Marketing: Com Entrepreneurs","90053","A","LEC","10:05","11:20","T R","3","","",".. Staff","0","0","SU","CDAE 1610 or permission"
"CDAE","2860","SL:CommDevelpmt:St Lucia I","92851","A","LEC","16:35","19:35","T","3","","","DeSisto/Stapleton","0","0","SL","CDAE 1020 or CDAE 1610 ; Instructor permission"
"CDAE","2990","Community & Develop Theory","95392","A","LEC","15:30","16:45","M W","3","","","D. Tobin","0","0","",""
"CDAE","2990","Catalyzing Change","95605","B","1","13:15","14:30","T R","3","","","J. Konefal","0","0","",""
"CDAE","2990","Comm Based Outdoor Education","96021","C","Z","08:00","09:15","M W","3","","","D. Farkas","0","0","",""
"CDAE","2993","Independent Study","90058","A","TD","TBA","TBA","","1 to 18","","","A. Aiyar","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93599","B","TD","TBA","TBA","","1 to 18","","","J. Ament","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93600","C","TD","TBA","TBA","","1 to 18","","","D. Conner","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93601","D","TD","TBA","TBA","","1 to 18","","","B. Dangl","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93602","E","TD","TBA","TBA","","1 to 18","","","T. DeSisto","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93603","F","TD","TBA","TBA","","1 to 18","","","J. Farley","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93604","G","TD","TBA","TBA","","1 to 18","","","A. Golan","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93605","H","TD","TBA","TBA","","1 to 18","","","K. Hamshaw","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93606","I","TD","TBA","TBA","","1 to 18","","","S. Heiss","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93607","J","TD","TBA","TBA","","1 to 18","","","M. Jewell","0","0","","Instructor permission"
"CDAE","2993","Independent Study","94516","K","TD","TBA","TBA","","1 to 18","","","J. Konefal","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93608","L","TD","TBA","TBA","","1 to 18","","","S. Kostell","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93609","M","TD","TBA","TBA","","1 to 18","","","K. Mays","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93610","N","TD","TBA","TBA","","1 to 18","","","J. McGuffey","0","0","","Instructor permission"
"CDAE","2993","Independent Study","94515","O","TD","TBA","TBA","","1 to 18","","",".. Staff","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93611","P","TD","TBA","TBA","","1 to 18","","","T. Reynolds","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93612","Q","TD","TBA","TBA","","1 to 18","","","T. Shrum","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93613","R","TD","TBA","TBA","","1 to 18","","","D. Tobin","0","0","","Instructor permission"
"CDAE","2993","Independent Study","94514","S","TD","TBA","TBA","","1 to 18","","","A. VanLeuven","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93615","T","TD","TBA","TBA","","1 to 18","","","Q. Wang","0","0","","Instructor permission"
"CDAE","2993","Independent Study","93724","U","TD","TBA","TBA","","1 to 18","","","S. Williamson","0","0","","Instructor permission"
"CDAE","2993","Independent Study","95120","V","TD","TBA","TBA","","1 to 18","","","E. McMahon","0","0","","Instructor permission"
"CDAE","2994","Teaching Assistantship","92631","A","IND","TBA","TBA","","3","","","A. Aiyar","0","0","",""
"CDAE","2994","Teaching Assistantship","93136","B","IND","TBA","TBA","","3","","","J. Ament","0","0","",""
"CDAE","2994","Teaching Assistantship","93538","C","IND","TBA","TBA","","3","","","A. Brooks","0","0","",""
"CDAE","2994","Teaching Assistantship","93539","D","IND","TBA","TBA","","3","","","D. Conner","0","0","",""
"CDAE","2994","Teaching Assistantship","93540","E","IND","TBA","TBA","","3","","","K. Daigle","0","0","",""
"CDAE","2994","Teaching Assistantship","93541","F","IND","TBA","TBA","","3","","","B. Dangl","0","0","",""
"CDAE","2994","Teaching Assistantship","93542","G","IND","TBA","TBA","","3","","","T. DeSisto","0","0","",""
"CDAE","2994","Teaching Assistantship","93543","H","IND","TBA","TBA","","3","","","J. Farley","0","0","",""
"CDAE","2994","Teaching Assistantship","93544","I","IND","TBA","TBA","","3","","","A. Golan","0","0","",""
"CDAE","2994","Teaching Assistantship","93545","J","IND","TBA","TBA","","3","","","K. Hamshaw","0","0","",""
"CDAE","2994","Teaching Assistantship","93548","K","IND","TBA","TBA","","3","","","S. Heiss","0","0","",""
"CDAE","2994","Teaching Assistantship","93546","L","IND","TBA","TBA","","3","","","M. Jewell","0","0","",""
"CDAE","2994","Teaching Assistantship","94519","M","IND","TBA","TBA","","3","","","J. Konefal","0","0","",""
"CDAE","2994","Teaching Assistantship","93547","O","IND","TBA","TBA","","3","","","S. Kostell","0","0","",""
"CDAE","2994","Teaching Assistantship","93549","P","IND","TBA","TBA","","3","","","K. Mays","0","0","",""
"CDAE","2994","Teaching Assistantship","93550","Q","IND","TBA","TBA","","3","","","J. McGuffey","0","0","",""
"CDAE","2994","Teaching Assistantship","93551","R","IND","TBA","TBA","","3","","","H. Morley","0","0","",""
"CDAE","2994","Teaching Assistantship","94518","S","IND","TBA","TBA","","3","","",".. Staff","0","0","",""
"CDAE","2994","Teaching Assistantship","93552","T","IND","TBA","TBA","","3","","","T. Reynolds","0","0","",""
"CDAE","2994","Teaching Assistantship","93553","U","IND","TBA","TBA","","3","","","T. Shrum","0","0","",""
"CDAE","2994","Teaching Assistantship","93679","V","IND","TBA","TBA","","3","","","D. Tobin","0","0","",""
"CDAE","2994","Teaching Assistantship","94517","W","IND","TBA","TBA","","3","","","A. VanLeuven","0","0","",""
"CDAE","2994","Teaching Assistantship","93881","X","IND","TBA","TBA","","3","","","Q. Wang","0","0","",""
"CDAE","2994","Teaching Assistantship","93882","Y","IND","TBA","TBA","","3","","","S. Williamson","0","0","",""
"CDAE","2994","Teaching Assistantship","94212","Z1","IND","TBA","TBA","","3","","","R. Kriger","0","0","",""
"CDAE","2994","Teaching Assistantship","94237","Z2","IND","TBA","TBA","","3","","","K. McDowell","0","0","",""
"CDAE","2994","Teaching Assistantship","95029","Z3","IND","TBA","TBA","","3","","","J. Hendley","0","0","",""
"CDAE","3180","Community Org & Development","95604","A","LEC","16:05","19:05","W","3","","","K. Stapleton","0","0","",""
"CDAE","3310","Applied Computer Graphics","92869","A","LEC","15:30","16:45","M W","3","","","S. Williamson","0","0","","CDAE 2160 , CDAE 2600 , or Instructor permission"
"CDAE","3500","Applied Research Methods","90475","A","LEC","10:05","11:20","T R","4","","",".. Staff","0","0","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","90476","OL1","X","TBA","TBA","","4","","",".. Staff","0","0","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","90477","OL2","X","TBA","TBA","","4","","",".. Staff","0","0","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3500","Applied Research Methods","92379","OL3","X","TBA","TBA","","4","","",".. Staff","0","0","","One of the following: STAT 1410 , STAT 1110 , or equivalent course"
"CDAE","3590","SL:Consumer Law in Action II","92440","A","SEM","TBA","TBA","","3","","","C. Baldwin","0","0","SL","CDAE 2590 and Instructor permission"
"CDAE","3710","SL:Local Community Initiatives","94923","A","LEC","16:35","19:35","R","3","","","K. Hamshaw","0","0","SL","CDAE 2020"
"CDAE","3860","SL:Adv Sust DevSm IslandStates","92852","A","LEC","16:35","19:35","T","4","","","DeSisto/Stapleton","0","0","SL","CDAE 2860 and Instructor permission required"
"CDAE","3991","Internship","92088","A","IND","TBA","TBA","","1 to 18","","","Daigle/DeSisto","0","0","",""
"CDAE","3993","Independent Study","90112","A","TD","TBA","TBA","","1 to 18","","","A. Aiyar","0","0","","Department permission"
"CDAE","3993","Independent Study","93554","B","TD","TBA","TBA","","1 to 18","","","J. Ament","0","0","","Department permission"
"CDAE","3993","Independent Study","94524","C","TD","TBA","TBA","","1 to 18","","","C. Barsky","0","0","","Department permission"
"CDAE","3993","Independent Study","93555","D","TD","TBA","TBA","","1 to 18","","","D. Conner","0","0","","Department permission"
"CDAE","3993","Independent Study","93556","E","TD","TBA","TBA","","1 to 18","","","B. Dangl","0","0","","Department permission"
"CDAE","3993","Independent Study","93557","F","TD","TBA","TBA","","1 to 18","","","T. DeSisto","0","0","","Department permission"
"CDAE","3993","Independent Study","93558","G","TD","TBA","TBA","","1 to 18","","","J. Farley","0","0","","Department permission"
"CDAE","3993","Independent Study","93559","H","TD","TBA","TBA","","1 to 18","","","A. Golan","0","0","","Department permission"
"CDAE","3993","Independent Study","93560","I","TD","TBA","TBA","","1 to 18","","","K. Hamshaw","0","0","","Department permission"
"CDAE","3993","Independent Study","93561","J","TD","TBA","TBA","","1 to 18","","","S. Heiss","0","0","","Department permission"
"CDAE","3993","Independent Study","93562","K","TD","TBA","TBA","","1 to 18","","","M. Jewell","0","0","","Department permission"
"CDAE","3993","Independent Study","94522","L","TD","TBA","TBA","","1 to 18","","","J. Konefal","0","0","","Department permission"
"CDAE","3993","Independent Study","93563","M","TD","TBA","TBA","","1 to 18","","","S. Kostell","0","0","","Department permission"
"CDAE","3993","Independent Study","93564","N","TD","TBA","TBA","","1 to 18","","","K. Mays","0","0","","Department permission"
"CDAE","3993","Independent Study","93565","O","TD","TBA","TBA","","1 to 18","","","J. McGuffey","0","0","","Department permission"
"CDAE","3993","Independent Study","94521","P","TD","TBA","TBA","","1 to 18","","",".. Staff","0","0","","Department permission"
"CDAE","3993","Independent Study","93566","Q","TD","TBA","TBA","","1 to 18","","","T. Reynolds","0","0","","Department permission"
"CDAE","3993","Independent Study","93567","R","TD","TBA","TBA","","1 to 18","","","T. Shrum","0","0","","Department permission"
"CDAE","3993","Independent Study","93568","S","TD","TBA","TBA","","1 to 18","","","D. Tobin","0","0","","Department permission"
"CDAE","3993","Independent Study","94520","T","TD","TBA","TBA","","1 to 18","","","A. VanLeuven","0","0","","Department permission"
"CDAE","3993","Independent Study","93628","U","TD","TBA","TBA","","1 to 18","","","Q. Wang","0","0","","Department permission"
"CDAE","3993","Independent Study","93887","V","TD","TBA","TBA","","1 to 18","","","S. Williamson","0","0","","Department permission"
"CDAE","3993","Independent Study","93889","W","TD","TBA","TBA","","1 to 18","","","K. Daigle","0","0","","Department permission"
"CDAE","3993","Independent Study","95260","X","TD","TBA","TBA","","1 to 18","","","K. Balogh","0","0","","Department permission"
