"Subj","#","Title","Comp Numb","Sec","Lec Lab","Start Time","End Time","Days","Credits","Bldg","Room","Instructor","Max Enrollment","Current Enrollment","Attr","Prerequisites"
"EDSC","2090","Practicum in Teaching","93501","A","IND","07:30","12:00","T R","4","","",".. Staff","0","0","","EDSC 2070"
"EDSC","2150","SL:Disciplinary Lit Sec Schl","93502","A","LEC","12:00","15:00","M","4","","","S. Pennell","0","0","GC2|SL",""
"EDSC","2160","Curriculum, Inst, & Assessment","93503","A","V","13:15","16:15","T","3","","","J. Keller","0","0","","EDSC 1110 ; EDSC 2070"
"EDSC","2570","Intro to Teaching Math","94994","A","LEC","13:15","14:30","T R","3","","","C. Smith","0","0","MA|QR",""
"EDSC","2994","Teaching Assistantship","95143","A","IND","10:05","11:20","T R","1 to 3","","","T. Brown","0","0","",""
"EDSC","2995","Undergraduate Research","92696","A","TD","TBA","TBA","","3","","","C. Smith","0","0","",""
"EDSC","3994","Teaching Assistantship","92821","A","IND","TBA","TBA","","3","","","J. Prue","0","0","",""
"EDSC","4300","Teaching for Results","93504","A","SEM","16:05","19:05","M","3","","","S. Pennell","0","0","WIL2","EDSC 1110 , EDSC 2070 , EDSC 2090 , EDSC 2150 , EDSC 2160"
"EDSC","4991","Internship: Student Teaching","93171","A","IND","TBA","TBA","","12","","",".. Staff","0","0","",""
"EDSC","5209","Practicum in Teaching","90076","B","IND","16:35","19:35","R","4","","","J. Keller","0","0","",""
"EDSC","5215","Disciplinary Literacy Sec Schl","90332","A","X","16:35","19:35","T","3","","",".. Staff","0","0","",""
"EDSC","5215","Disciplinary Literacy Sec Schl","93950","ZRA","X","16:35","19:35","T","3","","",".. Staff","0","0","",""
"EDSC","5216","Curr,Instr&Assmt Sec Schl Tchr","90333","A","V","16:35","19:35","T","3","","","T. Brown","0","0","",""
"EDSC","5216","Curr,Instr&Assmt Sec Schl Tchr","93951","ZRA","V","16:35","19:35","T","3","","","T. Brown","0","0","",""
"EDSP","1050","Iss Aff Persons W/Disabil","90059","A","V","13:15","14:30","T R","3","","","K. Stark","0","0","D2",""
"EDSP","1050","Iss Aff Persons W/Disabil","93412","ZRA","V","13:15","14:30","T R","3","","","K. Stark","0","0","D2",""
"EDSP","2170","Behavior Intervention","93161","A","V","15:30","16:45","M W","3","","","C. Kervick","0","0","D2","EDSP 1050"
"EDSP","2520","Race, Bullying &Discrim","93272","OL1","X","15:30","16:45","M","3","","","W. Looby","0","0","D1",""
"EDSP","2994","TeachAsst:Iss Aff PersWDis","94210","A","IND","13:15","14:30","T R","3","","","K. Stark","0","0","",""
"EDSP","3110","Mtg Instrctl Needs All Stdnts","94569","A","V","12:00","15:00","W","3","","","A. Wasson","0","0","","EDSP 1050 ; Special Education minor; or Instructor permission"
"EDSP","3120","Assessment in Special Ed: K-21","94568","A","V","14:50","16:05","T R","3","","","A. Hanscom","0","0","","EDSP 1050 ; Special Education minor licensure track; or Instructor permission"
"EDSP","3150","Math Interventions: K-21","95480","A","V","15:30","16:45","W","3","","","A. Hanscom","0","0","","EDSP 1050 or Instructor permission"
"EDSP","3160","Advanced Literacy Intervention","95482","A","LEC","13:15","14:30","T R","3","","","S. Flemer","0","0","","EDSP 1050 , EDSP 2160"
"EDSP","3980","Special Education Practicum","93760","A","IND","08:30","11:30","T R","3","","","Kervick/Wasson","0","0","","EDSP 1050"
"EDSP","3991","Internship","93330","OL1","IND","TBA","TBA","","1 to 18","","","Wasson/Swindlehurst","0","0","",""
"EDSP","3994","Teaching Assistantship","93710","A","IND","TBA","TBA","","1 to 3","","","L. Meyer","0","0","",""
"EDSP","3995","Undergraduate Research","93941","A","TD","TBA","TBA","","1 to 18","","","L. Meyer","0","0","",""
"EDSP","5100","Foundations of Special Ed","90060","OL1","X","TBA","TBA","","3","","","K. Swindlehurst","0","0","","Twelve hours in education and related areas or Instructor permission"
"EDSP","5100","Foundations of Special Ed","93114","OLR","X","TBA","TBA","","3","","","K. Swindlehurst","0","0","","Twelve hours in education and related areas or Instructor permission"
"EDSP","5120","Assessment in Special Ed","90331","OL1","X","16:05","19:05","M","3","","","A. Hanscom","0","0","","Admission to graduate program in Special Education or Instructor permission"
"EDSP","5250","Gr Culture of Disability","91953","OL1","X","16:05","19:05","W","3","","","W. Looby","0","0","",""
"EDSP","5300","The Trauma Lens","96220","OL1","X","TBA","TBA","","3","","","J. Strolin-Goltzman","0","0","",""
"EDSP","6130","Collaborative Consultation","92031","OL1","X","16:35","19:35","T","3","","","McDonough/Swindlehurst","0","0","",""
"EDSP","6130","Collaborative Consultation","93122","OLR","X","16:35","19:35","T","3","","","McDonough/Swindlehurst","0","0","",""
"EDSP","6150","Curr & Tech Spec Ed: Math","92286","OL1","X","17:05","20:05","W","3","","","Hanscom/Swindlehurst","0","0","","Special Education Graduate student or Instructor permission"
"EDSP","6180","Relational Behavior Support","92515","OL1","X","16:35","19:35","R","3","","","C. Townshend","0","0","","Special Education Graduate student or Instructor permission"
"EDSP","6180","Relational Behavior Support","93115","OLR","X","16:35","19:35","R","3","","","C. Townshend","0","0","","Special Education Graduate student or Instructor permission"
"EDSP","6190","Special Ed Internship Seminar","96167","OL1","X","16:00","17:00","W","1","","","K. Stark","0","0","",""
"EDSP","6300","The Trauma Lens","92402","OL1","X","TBA","TBA","","3","","","R. M Kim","0","0","",""
"EDSP","6340","Restorative&Trma Pract w/Child","95485","OL1","X","TBA","TBA","","3","","","J. Jorgenson","0","0","",""
"EDSP","6991","Internship: Student Teaching","90061","A","IND","TBA","TBA","","1 to 18","","","Team","0","0","","At least 18 credits of EDSP graduate coursework; Special Education Graduate student; or Instructor permission"
"EDSP","7491","Doctoral Dissertation Research","95252","A","TD","TBA","TBA","","1 to 18","","","S. Haines","0","0","",""
"EDSP","7993","Independent Study","93641","A","TD","TBA","TBA","","3","","","S. Haines","0","0","",""
"EDSP","7993","Independent Study","95194","B","TD","TBA","TBA","","3","","","B. Garnett","0","0","",""
"EDSP","7993","Independent Study","95279","C","TD","TBA","TBA","","3","","","C. Carter","0","0","",""
"EDSP","7994","Teaching Assistantship","95277","A","IND","TBA","TBA","","3","","","A. Hanscom","0","0","",""
"EE","2125","Circuits I","92479","A","LEC","12:00","12:50","M W F","4","","","S. Chevalier","0","0","","C- or better in MATH 1248 or MATH 1242"
"EE","2125","Circuits I","92480","A01","LAB","17:00","19:15","M","4","","","S. Chevalier","0","0","","C- or better in MATH 1248 or MATH 1242"
"EE","2125","Circuits I","92481","A02","LAB","09:30","11:45","W","4","","","S. Chevalier","0","0","","C- or better in MATH 1248 or MATH 1242"
"EE","2145","Electrical Engr Concepts","91616","A","LEC","08:30","09:45","T R","4","","","J. Frolik","0","0","","MATH 1248 or MATH 1242"
"EE","2145","Electrical Engr Concepts","90276","A01","LAB","12:00","14:30","T","4","","","J. Frolik","0","0","","MATH 1248 or MATH 1242"
"EE","2145","Electrical Engr Concepts","90277","A02","LAB","14:30","17:00","W","4","","","J. Frolik","0","0","","MATH 1248 or MATH 1242"
"EE","2145","Electrical Engr Concepts","90278","A03","LAB","12:00","14:30","R","4","","","J. Frolik","0","0","","MATH 1248 or MATH 1242"
"EE","2145","Electrical Engr Concepts","90279","A04","LAB","14:30","17:00","F","4","","","J. Frolik","0","0","","MATH 1248 or MATH 1242"
"EE","2996","College Honors","93515","A","H","TBA","TBA","","1 to 6","","","M. Cipolla","0","0","","CEMS 2010"
"EE","3110","Electronics I","90280","A","LEC","12:00","12:50","M W F","4","","","J. Kay","0","0","","PHYS 1550 ; EE 2135"
"EE","3115","Electronics Laboratory","90283","A","Z","13:10","14:00","M","2","","","J. Kay","0","0","",""
"EE","3115","Electronics Laboratory","95481","A01","LAB","10:05","12:55","T","2","","","J. Kay","0","0","",""
"EE","3115","Electronics Laboratory","95483","A02","LAB","10:05","12:55","R","2","","","J. Kay","0","0","",""
"EE","3150","Signals & Systems","90281","A","LEC","14:50","16:05","T R","4","","","H. Ossareh","0","0","","MATH 3201"
"EE","3150","Signals & Systems","95521","A01","LAB","08:30","10:45","M","4","","","H. Ossareh","0","0","","MATH 3201"
"EE","3150","Signals & Systems","95522","A02","LAB","08:30","10:45","F","4","","","H. Ossareh","0","0","","MATH 3201"
"EE","3315","Electric Energy Systems","92859","A","LEC","10:50","11:40","M W F","4","","","M. Almassalkhi","0","0","","C- or better in EE 2135 , EE 2145 , EE 2155 , or EE 2175"
"EE","3315","Electric Energy Systems","92860","A01","LAB","15:30","18:00","M","4","","","M. Almassalkhi","0","0","","C- or better in EE 2135 , EE 2145 , EE 2155 , or EE 2175"
"EE","3315","Electric Energy Systems","93828","A02","LAB","16:30","19:00","R","4","","","M. Almassalkhi","0","0","","C- or better in EE 2135 , EE 2145 , EE 2155 , or EE 2175"
"EE","3420","Integrated Circuit Fabrication","95484","A","LEC","08:30","09:45","T R","4","","","J. Anderson","0","0","","PHYS 1550 or PHYS 1650"
"EE","3420","Integrated Circuit Fabrication","95486","A01","LAB","14:50","17:20","T","4","","","J. Anderson","0","0","","PHYS 1550 or PHYS 1650"
"EE","3420","Integrated Circuit Fabrication","95487","A02","LAB","10:05","12:35","R","4","","","J. Anderson","0","0","","PHYS 1550 or PHYS 1650"
"EE","3990","Wearable Sensing","95488","A","LEC","16:25","17:40","T R","3","","","M. Rosenberg","0","0","","Senior standing, or Instructor permission"
"EE","3994","Teaching Assistantship","95489","B","IND","TBA","TBA","","1 to 3","","","T. Barsic","0","0","",""
"EE","4100","Capstone Design I","90284","A","LEC","12:00","14:00","M W F","3","","","Epstein/Doyle","0","0","","Senior standing in Mechanical or Biomedical Engineering or Instructor permission"
"EE","5410","Digital VLSI Circuit Design","95490","A","LEC","16:25","17:40","T R","3","","","T. Xia","0","0","","Electrical Engineering Graduate student or Instructor permission"
"EE","5650","Communication Theory/Practice","96169","A","LEC","13:15","14:30","T R","3","","","J. Frolik","0","0","","Graduate standing or Instructor permission"
"EE","5990","Optics and Photonics","95492","B","1","14:50","16:05","T R","3","","","T. Barsic","0","0","",""
"EE","5990","Edge AI and Robotics","96040","C","LEC","14:20","15:10","M W F","3","","","A. Fath","0","0","",""
"EE","5990","Edge AI and Robotics Lab","96041","C01","LAB","13:00","14:30","R","3","","","A. Fath","0","0","",""
"EE","6120","Stochastic Processes","95493","A","LEC","08:30","09:45","T R","3","","","J. Kay","0","0","","Graduate student in CEMS or Instructor permission"
"EE","6391","Master's Thesis Research","94179","A","TD","TBA","TBA","","1 to 18","","","J. Anderson","0","0","",""
"EE","6391","Master's Thesis Research","90938","B","TD","TBA","TBA","","1 to 18","","","M. Almassalkhi","0","0","",""
"EE","6391","Master's Thesis Research","90939","C","TD","TBA","TBA","","1 to 18","","","S. Chevalier","0","0","",""
"EE","6391","Master's Thesis Research","93293","D","TD","TBA","TBA","","1 to 18","","","L. Duffaut Espinosa","0","0","",""
"EE","6391","Master's Thesis Research","90940","E","TD","TBA","TBA","","1 to 18","","","H. Ossareh","0","0","",""
"EE","6391","Master's Thesis Research","90941","F","TD","TBA","TBA","","1 to 18","","","J. Frolik","0","0","",""
"EE","6391","Master's Thesis Research","91859","G","TD","TBA","TBA","","1 to 18","","","T. Xia","0","0","",""
"EE","6391","Master's Thesis Research","92713","H","TD","TBA","TBA","","1 to 18","","","A. Pandey","0","0","",""
"EE","6392","Master's Project Research","94218","A","TD","TBA","TBA","","1 to 3","","",".. Staff","0","0","",""
"EE","7491","Doctoral Dissertation Research","94557","A","TD","TBA","TBA","","1 to 18","","","J. Anderson","0","0","",""
"EE","7491","Doctoral Dissertation Research","90942","B","TD","TBA","TBA","","1 to 18","","","M. Almassalkhi","0","0","",""
"EE","7491","Doctoral Dissertation Research","90943","C","TD","TBA","TBA","","1 to 18","","","S. Chevalier","0","0","",""
"EE","7491","Doctoral Dissertation Research","93694","D","TD","TBA","TBA","","1 to 18","","","L. Duffaut Espinosa","0","0","",""
"EE","7491","Doctoral Dissertation Research","90944","E","TD","TBA","TBA","","1 to 18","","","H. Ossareh","0","0","",""
"EE","7491","Doctoral Dissertation Research","90945","F","TD","TBA","TBA","","1 to 18","","","J. Frolik","0","0","",""
"EE","7491","Doctoral Dissertation Research","91860","G","TD","TBA","TBA","","1 to 18","","","T. Xia","0","0","",""
"EE","7491","Doctoral Dissertation Research","93294","H","TD","TBA","TBA","","1 to 18","","","A. Pandey","0","0","",""
"ENGL","1001","Written Expression","91816","A","Y","08:30","09:20","M W F","3","","","L. Perlow","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","91632","B","LEC","09:40","10:30","M W F","3","","","L. Perlow","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","94643","C","LEC","13:15","14:30","T R","3","","","H. Painter","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92331","D","LEC","14:50","16:05","T R","3","","","H. Painter","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92330","E","LEC","09:40","10:30","M W F","3","","","E. Casey","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92332","F","LEC","10:50","11:40","M W F","3","","","E. Casey","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92097","G","LEC","10:05","11:20","T R","3","","","E. Lederman","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","93800","H","LEC","11:40","12:55","T R","3","","","E. Lederman","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","95100","I","LEC","12:00","12:50","M W F","3","","","C. Vaccaro","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","90746","J","LEC","13:10","14:00","M W F","3","","","C. Vaccaro","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92098","K","LEC","08:30","09:45","T R","3","","","S. Turner","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","90850","L","LEC","10:05","11:20","T R","3","","","S. Turner","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","94649","M","LEC","08:30","09:45","T R","3","","","I. Cates","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","91631","N","LEC","10:05","11:20","T R","3","","","I. Cates","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","91638","O","LEC","14:50","16:05","T R","3","","","S. Harrington","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","93212","P","LEC","14:20","15:10","M W F","3","","","J. Williamson","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","92333","Q","LEC","15:30","16:20","M W F","3","","","J. Williamson","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","95958","R","LEC","13:10","14:00","M W F","3","","","L. Perlow","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","95959","S","LEC","14:20","15:10","M W F","3","","","M. Holmberg","0","0","FW|WIL1",""
"ENGL","1001","Written Expression","95962","T","LEC","13:10","14:00","M W F","3","","","M. Holmberg","0","0","FW|WIL1",""
"ENGL","1002","Writing Curiosity","93802","A","LEC","13:15","14:30","T R","3","","","I. Cates","0","0","FW|WIL1",""
"ENGL","1002","Creativity & Expression","93801","C","LEC","12:00","12:50","M W F","3","","","L. Perlow","0","0","FW|WIL1",""
"ENGL","1002","Gender Sexuality&Environ Lit","93054","D","LEC","13:15","14:30","T R","3","","","E. Lederman","0","0","FW|WIL1",""
"ENGL","1002","Queer Ident. in Amer. Poetry","95853","E","LEC","10:50","11:40","M W F","3","","","E. Alexandra","0","0","FW|WIL1",""
"ENGL","1010","FYS:Native Literature","92683","A","SEM","12:00","12:50","M W F","3","","","J. Williamson","0","0","AH2|WIL1",""
"ENGL","1010","CL:FYS: Danger of Sing. Story","93053","B","SEM","13:15","14:30","T R","3","","","S. Turner","0","0","AH2|WIL1",""
"ENGL","1010","FYS: Imagined Worlds","93011","C","SEM","09:40","10:30","M W F","3","","","J. Sisk","0","0","AH2|WIL1",""
"ENGL","1010","FYS:Queer Ident Am Poetry","95960","D","SEM","12:00","12:50","M W F","3","","","E. Alexandra","0","0","AH2|WIL1",""
"ENGL","1010","FYS:Gend Sex & Environment","96089","E","LEC","14:50","16:05","T R","3","","","E. Lederman","0","0","AH2|WIL1",""
"ENGL","1027","LASP: Writing The Manuscript","94847","A","LEC","14:20","15:10","M W F","3","","","E. Alexandra","0","0","AH1|WIL1",""
"ENGL","1112","British Literature I","90747","A","LEC","15:30","16:45","M W","3","","","C. Vaccaro","0","0","AH2",""
"ENGL","1122","American Literature I","92327","A","LEC","12:00","12:50","M W F","3","","","M. Kete","0","0","AH2",""
"ENGL","1150","Introduction to Drama","94663","A","LEC","13:10","14:00","M W F","3","","","K. Gough","0","0","AH2",""
"ENGL","1210","Race Talk","93806","A","1","10:05","11:20","T R","3","","","J. Huh","0","0","AH2|D1",""
"ENGL","1210","Race Talk","94090","B","1","11:40","12:55","T R","3","","","J. Huh","0","0","AH2|D1",""
"ENGL","1220","Harlem Renaissance","95863","A","LEC","15:30","16:45","M W","3","","","L. Losambe","0","0","AH2|D1",""
"ENGL","1220","Harlem Renaissance","95864","B","LEC","17:05","18:20","M W","3","","","L. Losambe","0","0","AH2|D1",""
"ENGL","1280","Women's Literature","95961","A","LEC","09:40","10:30","M W F","3","","","M. Kete","0","0","AH2",""
"ENGL","1500","Intro to Literary Studies","93015","A","Y","12:00","12:50","M W F","3","","","J. Sisk","0","0","AH2",""
"ENGL","1500","Intro to Literary Studies","93219","B","Y","13:10","14:00","M W F","3","","","J. Sisk","0","0","AH2",""
"ENGL","1500","Intro to Literary Studies","93016","C","Y","15:30","16:45","M W","3","","","S. Alexander","0","0","AH2",""
"ENGL","1702","Writing Place in CNF","92250","A","Y","13:10","14:00","M W F","3","","","E. Casey","0","0","AH1",""
"ENGL","1702","Writing Place in CNF","94088","B","Y","14:20","15:10","M W F","3","","","E. Casey","0","0","AH1",""
"ENGL","1702","Making Comics","94848","C","LEC","14:50","16:05","T R","3","","","I. Cates","0","0","AH1",""
"ENGL","1730","Intro to Creative Writing","93013","A","Y","13:15","14:30","T R","3","","","P. Baruth","0","0","AH1",""
"ENGL","1730","Intro to Creative Writing","93014","B","Y","15:30","16:20","M W F","3","","","E. Alexandra","0","0","AH1",""
"ENGL","1730","Intro to Creative Writing","92329","C","Y","09:40","10:30","M W F","3","","","N. Warren","0","0","AH1",""
"ENGL","1730","Intro to Creative Writing","93808","D","Y","15:30","16:45","M W","3","","","E. Bernard","0","0","AH1",""
"ENGL","1730","Intro to Creative Writing","91613","E","Y","10:50","11:40","M W F","3","","","M. Hummel","0","0","AH1",""
"ENGL","1740","The Art of the Essay","93799","A","LEC","17:05","18:20","M W","3","","","E. Bernard","0","0","AH1",""
"ENGL","1990","The Films of Stephen King","95860","A","LEC","14:20","15:10","M W F","3","","","A. Magistrale","0","0","",""
"ENGL","2000","Literary Theory","93809","A","LEC","14:20","15:10","M W F","3","","","E. Lindstrom","0","0","AH2|WIL2",""
"ENGL","2000","Literary Theory","91626","B","LEC","11:40","12:55","T R","3","","","V. Rohy","0","0","AH2|WIL2",""
"ENGL","2000","Literary Theory","92334","C","LEC","14:50","16:05","T R","3","","","V. Rohy","0","0","AH2|WIL2",""
"ENGL","2160","Modern Poetry","95870","A","LEC","13:15","14:30","T R","3","","","D. Fogel","0","0","","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2223","Jazz& The Cultural Imagination","95872","A","LEC","15:30","16:45","M W","3","","","J. Gennari","0","0","D1","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2248","Lit & Society in Africa","94675","A","LEC","10:50","11:40","M W F","3","","","L. Losambe","0","0","D2|AH2","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2332","Milton","96117","A","LEC","11:40","12:55","T R","3","","","L. Schnell","0","0","AH2","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2380","Poe & American Gothic","95875","A","LEC","12:00","12:50","M W F","3","","","A. Magistrale","0","0","","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2380","Invention of American Nature","95876","B","LEC","13:10","14:00","M W F","3","","","N. Warren","0","0","","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2402","Woolf, Faulkner, & Morrison","95877","A","LEC","14:50","16:05","T R","3","","","S. Turner","0","0","AH2","Three hours in English numbered 1010 to 1990; minimum Sophomore standing"
"ENGL","2700","NaNoWriMo","94680","A","LEC","13:10","14:00","M W F","3","","","M. Hummel","0","0","","ENGL 1027 , ENGL 1700 , ENGL 1702 , ENGL 1705 , ENGL 1730 , or ENGL 1740 ; minimum Sophomore standing"
"ENGL","2750","Playwriting","96020","A","LEC","13:15","14:30","T R","3","","","L. Teitelman","0","0","AH1","ENGL 1027 , ENGL 1730 , or THE 1500 ; minimum Sophomore standing"
"ENGL","2760","Writing Poetry","93614","A","SEM","14:20","15:10","M W F","3","","","N. Warren","0","0","AH1","ENGL 1027 , ENGL 1700 , ENGL 1702 , ENGL 1705 , ENGL 1730 , or ENGL 1740 ; minimum Sophomore standing"
"ENGL","2770","Writing Fiction","90852","A","SEM","10:05","11:20","T R","3","","","P. Baruth","0","0","","ENGL 1027 , ENGL 1700 , ENGL 1702 , ENGL 1705 , ENGL 1730 , or ENGL 1740 ; minimum Sophomore standing"
"ENGL","2770","Writing Fiction","94682","B","SEM","12:00","12:50","M W F","3","","","A. Aber","0","0","","ENGL 1027 , ENGL 1700 , ENGL 1702 , ENGL 1705 , ENGL 1730 , or ENGL 1740 ; minimum Sophomore standing"
"ENGL","2790","CL:Tutoring Writing","90748","A","Y","10:50","11:40","M W F","3","","","S. Chira","0","0","CL|OC","Minimum Sophomore standing, Instructor permission"
"ENGL","3100","Performance Beyond The Human","95880","A","SEM","16:05","19:05","W","3","","","K. Gough","0","0","","ENGL 1500 , ENGL 2000 ; English major, Secondary Education with a concentration in English, or English minor; minimum Junior standing"
"ENGL","3350","Real., Regional., Naturalism","93810","A","SEM","16:35","19:35","T","3","","","S. Foote","0","0","","ENGL 1500 , ENGL 2000 ; English major, Secondary Education major with a concentration in English, or English minor; minimum Junior standing"
"ENGL","3700","Writing Autofiction","95882","A","SEM","16:05","19:05","M","3","","","A. Aber","0","0","","ENGL 2702 , ENGL 2740 , ENGL 2750 , ENGL 2760 , or ENGL 2770 ; English major, Secondary Education major with a concentration in English, English minor, or Writing minor; minimum Junior standing"
"ENGL","3991","Internship","93512","A","IND","TBA","TBA","","1 to 18","","","V. Rohy","0","0","",""
"ENGL","4996","Honors","93383","A","H","TBA","TBA","","1 to 6","","",".. Staff","0","0","",""
"ENGL","6010","Surv of Lit Theory & Criticism","95016","A","SEM","16:05","19:05","M","3","","","E. Lindstrom","0","0","","Graduate student"
"ENGL","6391","Master's Thesis Research","91004","A","TD","TBA","TBA","","1 to 6","","","J. Bessette","0","0","",""
"ENGL","6515","Charles Dickens","95885","A","SEM","17:05","20:05","W","3","","","S. Alexander","0","0","","Graduate student"
"ENGL","6991","Internship","96204","A","IND","TBA","TBA","","1 to 18","","","L. Schnell","0","0","",""
"ENSC","1090","Orientation to Env Sciences","94388","A","LEC","12:00","12:50","W","1","","","J. Pontius","0","0","","First-Year Rubenstein School of Environment and Natural Resources Environmental Science major"
"ENSC","1490","Climate Change I","94389","A","LEC","14:50","16:05","T R","3","","","P. Bierman","0","0","N1|SU",""
"ENSC","2300","Global Environmental Assessmnt","94390","A","Z","14:20","15:10","W F","3","","","D. Horn","0","0","","ENSC 1010 , ENVS 1500 , GEOG 1200 , NR 1010 , NR 1090 , or Geospatial Technologies minor"
"ENSC","2300","Global Environmental Assessmnt","94399","A01","LAB","14:10","15:25","M","3","","","D. Horn","0","0","","ENSC 1010 , ENVS 1500 , GEOG 1200 , NR 1010 , NR 1090 , or Geospatial Technologies minor"
"ENSC","2300","Global Environmental Assessmnt","94400","A02","LAB","15:30","16:45","M","3","","","D. Horn","0","0","","ENSC 1010 , ENVS 1500 , GEOG 1200 , NR 1010 , NR 1090 , or Geospatial Technologies minor"
"ENSC","2300","Global Environmental Assessmnt","94401","A03","LAB","15:30","16:45","W","3","","","D. Horn","0","0","","ENSC 1010 , ENVS 1500 , GEOG 1200 , NR 1010 , NR 1090 , or Geospatial Technologies minor"
"ENSC","2300","Global Environmental Assessmnt","94402","A04","LAB","17:00","18:15","W","3","","","D. Horn","0","0","","ENSC 1010 , ENVS 1500 , GEOG 1200 , NR 1010 , NR 1090 , or Geospatial Technologies minor"
"ENSC","2490","Climate Change II","95406","A","LEC","14:50","16:05","T R","4","","","P. Bierman","0","0","N1|N2|SU","One class in physical or natural sciences or engineering"
"ENSC","2490","Climate Change II","95407","D01","DIS","13:15","14:30","T","4","","","P. Bierman","0","0","N1|N2|SU","One class in physical or natural sciences or engineering"
"ENSC","2490","Climate Change II","95408","D02","DIS","16:25","17:40","R","4","","","P. Bierman","0","0","N1|N2|SU","One class in physical or natural sciences or engineering"
"ENSC","2490","Climate Change II","95409","D03","DIS","16:25","17:40","T","4","","","P. Bierman","0","0","N1|N2|SU","One class in physical or natural sciences or engineering"
"ENSC","2993","Independent Study","94397","A","TD","TBA","TBA","","1 to 18","","","K. Whittinghill","0","0","",""
"ENSC","2995","Undergraduate Research","94398","A","TD","TBA","TBA","","1 to 18","","","K. Whittinghill","0","0","",""
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94391","A","Z","08:00","09:15","M W","4","","","C. Adair","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94404","A01","LAB","14:10","16:00","W","4","","","E. Tracy","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94405","A02","LAB","10:05","11:55","R","4","","","E. Tracy","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94406","A03","LAB","10:40","12:30","F","4","","","E. Tracy","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94407","A04","LAB","14:10","16:00","F","4","","","E. Tracy","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3600","Pollutant Mvmt/Air,Land&Water","94408","A05","LAB","10:05","11:55","T","4","","","E. Tracy","0","0","","CHEM 1400 , CHEM 1450 , MATH 1212 or MATH 1234 ; MATH 1224 or MATH 1248"
"ENSC","3993","Independent Study","93535","A","TD","TBA","TBA","","1 to 18","","","K. Whittinghill","0","0","",""
"ENSC","3995","Undergraduate Research","95907","D","TD","TBA","TBA","","2","","","A. Jefferson","0","0","",""
"ENSC","3995","Undergraduate Research","95908","E","TD","TBA","TBA","","2","","","E. Roy","0","0","",""
"ENSC","4010","SL:Recov&RestorAlteredEcosys","94392","A","Z","09:40","10:30","M W F","4","","","K. Whittinghill","0","0","GC2|SL","NR 2030 , BCOR 1450 , or BCOR 2100 ; minimum Junior standing"
"ENSC","4010","Recovery&Restor Altered Ecosys","94634","A01","LAB","13:15","16:35","M","4","","","K. Whittinghill","0","0","GC2|SL","NR 2030 , BCOR 1450 , or BCOR 2100 ; minimum Junior standing"
"ENSC","4010","Recovery&Restor Altered Ecosys","94635","A02","LAB","13:15","16:35","T","4","","","K. Whittinghill","0","0","GC2|SL","NR 2030 , BCOR 1450 , or BCOR 2100 ; minimum Junior standing"
"ENSC","4020","Applied Envir Assess Analysis","95411","A","LEC","13:15","14:30","T R","4","","","K. Buck","0","0","","ENSC 2030 or NR 2430 ; NR 3050 or SEP 2880 ; minimum Junior standing"
